void Simulation::allocateMemory(): 0.0000038600s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033479320s
void Simulation::updateVelocity(): 0.0032754620s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000004000s
void Simulation::step(): 0.0033017920s
void Simulation::updateVelocity(): 0.0033189020s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033434930s
void Simulation::updateVelocity(): 0.0033291320s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033557620s
void Simulation::updateVelocity(): 0.0032990720s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003900s
void Simulation::step(): 0.0033257230s
void Simulation::updateVelocity(): 0.0033066020s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033316920s
void Simulation::updateVelocity(): 0.0033112120s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033347120s
void Simulation::updateVelocity(): 0.0033378920s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033620220s
void Simulation::updateVelocity(): 0.0033298730s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033550230s
void Simulation::updateVelocity(): 0.0033048920s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033337320s
void Simulation::updateVelocity(): 0.0033269030s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033504430s
void Simulation::updateVelocity(): 0.0033381630s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000004100s
void Simulation::step(): 0.0033632030s
void Simulation::updateVelocity(): 0.0033395020s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0033646430s
void Simulation::updateVelocity(): 0.0032969120s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033173620s
void Simulation::updateVelocity(): 0.0033437630s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0033691030s
void Simulation::updateVelocity(): 0.0033587830s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033836230s
void Simulation::updateVelocity(): 0.0033396130s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0033768030s
void Simulation::updateVelocity(): 0.0033099620s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033352530s
void Simulation::updateVelocity(): 0.0033123820s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0033363720s
void Simulation::updateVelocity(): 0.0033108820s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000003600s
void Simulation::step(): 0.0033354220s
void Simulation::updateVelocity(): 0.0033508020s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033760730s
void Simulation::updateVelocity(): 0.0033272020s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033522120s
void Simulation::updateVelocity(): 0.0032850820s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033088320s
void Simulation::updateVelocity(): 0.0033032320s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0033288230s
void Simulation::updateVelocity(): 0.0033275020s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000003500s
void Simulation::step(): 0.0033521920s
void Simulation::updateVelocity(): 0.0033449030s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033688430s
void Simulation::updateVelocity(): 0.0033041620s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002710s
void Simulation::step(): 0.0033285830s
void Simulation::updateVelocity(): 0.0033033510s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003100s
void Simulation::step(): 0.0033271220s
void Simulation::updateVelocity(): 0.0033299020s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000004800s
void Simulation::step(): 0.0033555230s
void Simulation::updateVelocity(): 0.0033500820s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0033794830s
void Simulation::updateVelocity(): 0.0033391720s
void Simulation::updatePosition(): 0.0000008700s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0033681130s
void Simulation::updateVelocity(): 0.0033197020s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0033431820s
void Simulation::updateVelocity(): 0.0033166420s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033412130s
void Simulation::updateVelocity(): 0.0033594720s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000003400s
void Simulation::step(): 0.0033848930s
void Simulation::updateVelocity(): 0.0033466020s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033712530s
void Simulation::updateVelocity(): 0.0033190420s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000004000s
void Simulation::step(): 0.0033435020s
void Simulation::updateVelocity(): 0.0033328630s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000004700s
void Simulation::step(): 0.0033569130s
void Simulation::updateVelocity(): 0.0037998450s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002800s
void Simulation::step(): 0.0038292150s
void Simulation::updateVelocity(): 0.0033857740s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000004900s
void Simulation::step(): 0.0034133140s
void Simulation::updateVelocity(): 0.0033534930s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033786030s
void Simulation::updateVelocity(): 0.0033490430s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000003600s
void Simulation::step(): 0.0033749330s
void Simulation::updateVelocity(): 0.0033466820s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033793820s
void Simulation::updateVelocity(): 0.0033792420s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0034142120s
void Simulation::updateVelocity(): 0.0033266320s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033520120s
void Simulation::updateVelocity(): 0.0033457530s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033734030s
void Simulation::updateVelocity(): 0.0033061720s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033315230s
void Simulation::updateVelocity(): 0.0035624510s
void Simulation::updatePosition(): 0.0000306200s
void Simulation::preventMoveAgainstForce(): 0.0000004400s
void Simulation::step(): 0.0036912630s
void Simulation::updateVelocity(): 0.0034075830s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0034317330s
void Simulation::updateVelocity(): 0.0033713030s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0033938140s
void Simulation::updateVelocity(): 0.0033484520s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0033725630s
void Simulation::updateVelocity(): 0.0033333020s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0033572230s
void Simulation::updateVelocity(): 0.0033853930s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0034140530s
void Simulation::updateVelocity(): 0.0033595430s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033908340s
void Simulation::updateVelocity(): 0.0033240720s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033479120s
void Simulation::updateVelocity(): 0.0033180720s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033384630s
void Simulation::updateVelocity(): 0.0033776630s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0034047830s
void Simulation::updateVelocity(): 0.0033262220s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033499330s
void Simulation::updateVelocity(): 0.0033213220s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0033452920s
void Simulation::updateVelocity(): 0.0034815850s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0035085660s
void Simulation::updateVelocity(): 0.0033251420s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033501920s
void Simulation::updateVelocity(): 0.0033521070s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033813570s
void Simulation::updateVelocity(): 0.0034454740s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000004200s
void Simulation::step(): 0.0034717250s
void Simulation::updateVelocity(): 0.0034094730s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0034347940s
void Simulation::updateVelocity(): 0.0033660430s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0033918930s
void Simulation::updateVelocity(): 0.0035769360s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000002800s
void Simulation::step(): 0.0036048970s
void Simulation::updateVelocity(): 0.0033832230s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0034096130s
void Simulation::updateVelocity(): 0.0033412830s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0033656730s
void Simulation::updateVelocity(): 0.0033452630s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0033695330s
void Simulation::updateVelocity(): 0.0035443360s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000004900s
void Simulation::step(): 0.0035736860s
void Simulation::updateVelocity(): 0.0033741930s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0034010240s
void Simulation::updateVelocity(): 0.0034113630s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
